Ref	Traits	MeSH_Term	MeSH_ID	MeSH_Tree	MeSH_Cat	MeSH_Group	MeSH_Anatomy	MeSH_Anatomy_Category	Ref-Category	Note
Kim 2021	Non-Melanoma skin carcinoma	Skin Neoplasms	D012878	C04.588.805	Disease	Neoplasms	Skin	Integumentary System	Neoplasms	GWAS=EFO_0009260; Phecode=-
Kim 2021	Skin cancer	Skin Neoplasms	D012878	C04.588.805	Disease	Neoplasms	Skin	Integumentary System	Neoplasms	GWAS=-; Phecode=172
Kim 2021	Skin neoplasm of uncertain behavior	Skin Neoplasms	D012878	C04.588.805	Disease	Neoplasms	Skin	Integumentary System	Neoplasms	GWAS=-; Phecode=173
Kim 2021	Chronic ulcer of skin	Skin Ulcer	D012883	C17.800.893	Disease	Skin and Connective Tissue Diseases	Skin	Integumentary System	Skin and Connective Tissue Diseases	GWAS=-; Phecode=707
Kim 2021	Sleep apnea	Sleep Apnea Syndromes	D012891	C08.618.085.852	Disease	Respiratory Tract Diseases	Respiratory System	Respiratory System	Respiratory Tract Diseases	GWAS=-; Phecode=327.3
Kim 2021	Sleep apnea measurement	Sleep Apnea Syndromes	D012891	C08.618.085.852	Disease	Respiratory Tract Diseases	Respiratory System	Respiratory System	Respiratory Tract Diseases	GWAS=EFO_0007817; Phecode=-
Kim 2021	Obstructive sleep apnea	"Sleep Apnea, Obstructive"	D020181	C08.618.085.852.850	Disease	Respiratory Tract Diseases	Respiratory System	Respiratory System	Respiratory Tract Diseases	GWAS=EFO_0003918; Phecode=327.32
Kim 2021	Small cell lung carcinoma	Small Cell Lung Carcinoma	D055752	C04.588.894.797.520.109.220.624	Disease	Neoplasms	Lung	Respiratory System	Neoplasms	GWAS=EFO_0000702; Phecode=-
Kim 2021	Spinal stenosis	Spinal Stenosis	D013130	C05.116.900.825	Disease	Musculoskeletal Diseases	Spinal Cord	Nervous System	Musculoskeletal Diseases	GWAS=-; Phecode=720
Kim 2021	Spinal stenosis of lumbar region	Spinal Stenosis	D013130	C05.116.900.825	Disease	Musculoskeletal Diseases	Spinal Cord	Nervous System	Musculoskeletal Diseases	GWAS=-; Phecode=720.1
Donertas 2020	Spine arthritis/spondylitis	Spondylarthritis	D025241	C05.116.900.853.625	Disease	Musculoskeletal Diseases	Spinal Cord	Nervous System	musculoskeletal/trauma	Age-of-onset Cluster=2; -
Donertas 2020	Cervical spondylosis	Spondylosis	D055009	C05.116.900.938	Disease	Musculoskeletal Diseases	Spinal Cord	Nervous System	musculoskeletal/trauma	Age-of-onset Cluster=2; -
Kim 2021	Spondylosis with myelopathy	Spondylosis	D055009	C05.116.900.938	Disease	Musculoskeletal Diseases	Spinal Cord	Nervous System	Musculoskeletal Diseases	GWAS=-; Phecode=721.2
Donertas 2020	Stomach disorder	Stomach Diseases	D013272	C06.405.748	Disease	Digestive System Diseases	Stomach	Digestive System	gastrointestinal/abdominal	Age-of-onset Cluster=2; -
Kim 2021	Gastric carcinoma	Stomach Neoplasms	D013274	C04.588.274.476.767	Disease	Neoplasms	Stomach	Digestive System	Neoplasms	GWAS=EFO_0000178; Phecode=-
Chang 2019	Stomach cancer	Stomach Neoplasms	D013274	C04.588.274.476.767	Disease	Neoplasms	Stomach	Digestive System	Neoplasms	-
Donertas 2020	Gastric/stomach ulcers	Stomach Ulcer	D013276	C06.405.469.275.800.849	Disease	Digestive System Diseases	Stomach	Digestive System	gastrointestinal/abdominal	Age-of-onset Cluster=2; -
Chang 2019	Ischaemic stroke	Stroke	D020521	C10.228.140.300.775	Disease	Nervous System Diseases	Brain	Nervous System	Cardiovascular diseases	-
Kim 2021	Ischemic stroke	Stroke	D020521	C10.228.140.300.775	Disease	Nervous System Diseases	Brain	Nervous System	Nervous System Diseases	GWAS=HP_0002140; Phecode=433.21
Kim 2021	Large artery stroke	Stroke	D020521	C10.228.140.300.775	Disease	Nervous System Diseases	Brain	Nervous System	Nervous System Diseases	GWAS=EFO_0005524; Phecode=-
Donertas 2020	Stroke	Stroke	D020521	C10.228.140.300.775	Disease	Nervous System Diseases	Brain	Nervous System	cardiovascular	Age-of-onset Cluster=1; -
Kim 2021	Non-Healing surgical wound	Surgical Wound	D000072836	C26.859	Disease	Wounds and Injuries	Unspecified	Unspecified	Wounds and Injuries	GWAS=-; Phecode=875
Kim 2021	Synoviopathy	Synovial Membrane	D013583	A02.835.583.443.800	Anatomy	Anatomy	Joints	Musculoskeletal System	Anatomy	GWAS=-; Phecode=726.2
Kim 2021	Tachycardia NOS	Tachycardia	D013610	C14.280.067.845	Disease	Cardiovascular Diseases	Heart	Cardiovascular System	Cardiovascular Diseases	GWAS=-; Phecode=427.7
Kim 2021	T-Tau measurement	tau Proteins	D016875	D12.776.220.600.450.510	Disease	"Amino Acids, Peptides, and Proteins"	Brain	Nervous System	"Amino Acids, Peptides, and Proteins"	GWAS=EFO_0004760; Phecode=-
Johnson 2015	Telomere length	Telomere	D016615	G05.360.160.845	Phenomena	Phenomena	Unspecified	Unspecified	-	GWAS=EFO_0004505; Phecode=-
Kim 2021	Testicular dysfunction	Testicular Diseases	D013733	C12.294.829	Disease	Male Urogenital Diseases	Testis	Urogenital System	Male Urogenital Diseases	GWAS=-; Phecode=257
Kim 2021	Abnormal chest sounds	Thorax	D013909	A01.923.761	Anatomy	Anatomy	Thorax	Body Regions	Anatomy	GWAS=-; Phecode=512.3
Kim 2021	Secondary thrombocytopenia	Thrombocytopenia	D013921	C15.378.140.855	Disease	Hemic and Lymphatic Diseases	Blood Cells	Hemic and Immune Systems	Hemic and Lymphatic Diseases	GWAS=-; Phecode=287.32
Donertas 2020	Thyroid problem (not cancer)	Thyroid Diseases	D013959	C19.874	Disease	Endocrine System Diseases	Thyroid Gland	Endocrine System	endocrine/diabetes	Age-of-onset Cluster=2; Not-equivalent; Too big category
Kim 2021	Thyroid cancer	Thyroid Neoplasms	D013964	C04.588.322.894	Disease	Neoplasms	Thyroid Gland	Endocrine System	Neoplasms	GWAS=-; Phecode=193
Chang 2019	Thyroid cancer	Thyroid Neoplasms	D013964	C04.588.322.894	Disease	Neoplasms	Thyroid Gland	Endocrine System	Neoplasms	-
Kim 2021	Thyroid carcinoma	Thyroid Neoplasms	D013964	C04.588.322.894	Disease	Neoplasms	Thyroid Gland	Endocrine System	Neoplasms	GWAS=EFO_0002892; Phecode=-
Kim 2021	Costochondritis	Tietze's Syndrome	D013991	C05.182.790	Disease	Musculoskeletal Diseases	Thorax	Body Regions	Musculoskeletal Diseases	GWAS=-; Phecode=733.6
Kim 2021	Tinnitus	Tinnitus	D014012	C09.218.458.670	Disease	Otorhinolaryngologic Diseases	Ear	Sense Organs	Otorhinolaryngologic Diseases	GWAS=HP_0000360; Phecode=389.4
Chang 2019	Trachoma	Trachoma	D014141	C01.150.252.289.225.800	Disease	Infections	Eye	Sense Organs	"Communicable, maternal, neonatal, and nutritional diseases"	-
Kim 2021	Trigeminal nerve disorders	Trigeminal Nerve Diseases	D020433	C07.465.299.625.500	Disease	Stomatognathic Diseases	Peripheral Nerves	Nervous System	Stomatognathic Diseases	GWAS=-; Phecode=352.1
Johnson 2015	Triglyceride change measurement	Triglycerides	D014280	D10.351.801	Chemical	Chemical	Serum	Fluids and Secretions	-	GWAS=EFO_0007681; Phecode=-
Johnson 2015	Triglyceride measurement	Triglycerides	D014280	D10.351.801	Chemical	Chemical	Serum	Fluids and Secretions	-	GWAS=EFO_0004530; Phecode=-
Kim 2021	Chronic ulcer of unspecified site	Ulcer	D014456	C23.550.891	Disease	"Pathological Conditions, Signs and Symptoms"	Skin	Integumentary System	"Pathological Conditions, Signs and Symptoms"	GWAS=-; Phecode=707.3
Kim 2021	Calculus of lower urinary tract	Ureteral Calculi	D014514	C12.777.725.938.500	Disease	Male Urogenital Diseases	Ureter	Urogenital System	Male Urogenital Diseases	GWAS=-; Phecode=594.2
Kim 2021	Calculus of ureter	Ureteral Calculi	D014514	C12.777.725.938.500	Disease	Male Urogenital Diseases	Ureter	Urogenital System	Male Urogenital Diseases	GWAS=-; Phecode=594.3
Johnson 2015	Urate measurement	Uric Acid	D014527	D03.132.960.877	Chemical	Chemical	Serum	Fluids and Secretions	-	GWAS=EFO_0004531; Phecode=-
Johnson 2015	Uric acid measurement	Uric Acid	D014527	D03.132.960.877	Chemical	Chemical	Serum	Fluids and Secretions	-	GWAS=EFO_0004761; Phecode=-
Kim 2021	Bladder neck obstruction	Urinary Bladder Neck Obstruction	D001748	C12.777.767.700.962	Disease	Male Urogenital Diseases	Urinary Bladder	Urogenital System	Male Urogenital Diseases	GWAS=-; Phecode=596.1
Donertas 2020	Bladder problem (not cancer)	Urinary Bladder Neck Obstruction	D001748	C12.777.767.700.962	Disease	Male Urogenital Diseases	Urinary Bladder	Urogenital System	renal/urology	Age-of-onset Cluster=1; Not-equivalent
Kim 2021	Bladder cancer	Urinary Bladder Neoplasm	D001749	C04.588.945.947.960	Disease	Neoplasms	Urinary Bladder	Urogenital System	Neoplasms	GWAS=-; Phecode=189.21
Chang 2019	Bladder cancer	Urinary Bladder Neoplasm	D001749	C04.588.945.947.960	Disease	Neoplasms	Urinary Bladder	Urogenital System	Neoplasms	-
Kim 2021	Bladder cancer and neoplasms	Urinary Bladder Neoplasm	D001749	C04.588.945.947.960	Disease	Neoplasms	Urinary Bladder	Urogenital System	Neoplasms	GWAS=-; Phecode=189.2
Kim 2021	Bladder carcinoma	Urinary Bladder Neoplasm	D001749	C04.588.945.947.960	Disease	Neoplasms	Urinary Bladder	Urogenital System	Neoplasms	GWAS=EFO_0000292; Phecode=-
Kim 2021	Urinary incontinence	Urinary Incontinence	D014549	C12.777.934.852	Disease	Male Urogenital Diseases	Ureter	Urogenital System	Male Urogenital Diseases	GWAS=HP_0000020; Phecode=599.4
Kim 2021	"Stress incontinence, female"	"Urinary Incontinence, Stress"	D014550	C12.777.934.852.249	Disease	Male Urogenital Diseases	Ureter	Urogenital System	Male Urogenital Diseases	GWAS=-; Phecode=624.9
Kim 2021	Cervical cancer	Uterine Cervical Neoplasms	D002583	C04.588.945.418.948.850	Disease	Neoplasms	Cervix Uteri	Urogenital System	Neoplasms	GWAS=-; Phecode=180.1
Kim 2021	Cervical cancer and dysplasia	Uterine Cervical Neoplasms	D002583	C04.588.945.418.948.850	Disease	Neoplasms	Cervix Uteri	Urogenital System	Neoplasms	GWAS=-; Phecode=180
Kim 2021	Cervical carcinoma	Uterine Cervical Neoplasms	D002583	C04.588.945.418.948.850	Disease	Neoplasms	Cervix Uteri	Urogenital System	Neoplasms	GWAS=EFO_0001061; Phecode=-
Chang 2019	Uterine cancer	Uterine Neoplasms	D014594	C04.588.945.418.948	Disease	Neoplasms	Uterine	Urogenital System	Neoplasms	-
Kim 2021	Genital prolapse	Uterine Prolapse	D014596	C13.351.500.852.833	Disease	Female Urogenital Diseases and Pregnancy Complications	Uterine	Urogenital System	Female Urogenital Diseases and Pregnancy Complications	GWAS=-; Phecode=618
Kim 2021	Varicose veins	Varicose Veins	D014648	C14.907.927	Disease	Cardiovascular Diseases	Blood Vessels	Cardiovascular System	Cardiovascular Diseases	GWAS=HP_0002619; Phecode=454
Kim 2021	Varicose veins of lower extremity	Varicose Veins	D014648	C14.907.927	Disease	Cardiovascular Diseases	Blood Vessels	Cardiovascular System	Cardiovascular Diseases	GWAS=-; Phecode=454.1
Kim 2021	"Varicose veins of lower extremity, symptomtic"	Varicose Veins	D014648	C14.907.927	Disease	Cardiovascular Diseases	Blood Vessels	Cardiovascular System	Cardiovascular Diseases	GWAS=-; Phecode=454.11
Kim 2021	Stricture of artery	Vascular Diseases	D014652	C14.907	Disease	Cardiovascular Diseases	Blood Vessels	Cardiovascular System	Cardiovascular Diseases	GWAS=-; Phecode=447.1
Kim 2021	Vascular disorders of kidney/hypertrophy	Vascular Diseases	D014652	C14.907	Disease	Cardiovascular Diseases	Blood Vessels	Cardiovascular System	Cardiovascular Diseases	GWAS=-; Phecode=586.3
Chang 2019	Vascular intestinal disorders	Vascular Diseases	D014652	C14.907	Disease	Cardiovascular Diseases	Blood Vessels	Cardiovascular System	Diabetes and kidney diseases	-
Kim 2021	Chronic venous insufficiency	Venous Insufficiency	D014689	C14.907.952	Disease	Cardiovascular Diseases	Blood Vessels	Cardiovascular System	Cardiovascular Diseases	GWAS=-; Phecode=456
Donertas 2020	Venous thromboembolic disease	Venous Thromboembolism	D054556	C14.907.355.590.700	Disease	Cardiovascular Diseases	Blood Vessels	Cardiovascular System	cardiovascular	Age-of-onset Cluster=2; -
Kim 2021	Venous thromboembolism	Venous Thromboembolism	D054556	C14.907.355.590.700	Disease	Cardiovascular Diseases	Blood Vessels	Cardiovascular System	Cardiovascular Diseases	GWAS=HP_0002619; Phecode=-
Kim 2021	Deep vein thrombosis	Venous Thrombosis	D020246	C14.907.355.830.925	Disease	Cardiovascular Diseases	Blood Vessels	Cardiovascular System	Cardiovascular Diseases	GWAS=-; Phecode=452.2
Donertas 2020	Deep venous thrombosis (dvt)	Venous Thrombosis	D020246	C14.907.355.830.925	Disease	Cardiovascular Diseases	Blood Vessels	Cardiovascular System	cardiovascular	Age-of-onset Cluster=2; -
Kim 2021	Ventricular fibrillation & flutter	Ventricular Fibrillation	D014693	C14.280.067.922	Disease	Cardiovascular Diseases	Heart	Cardiovascular System	Cardiovascular Diseases	GWAS=-; Phecode=427.41
Donertas 2020	Ear/vestibular disorder	Vestibular Diseases	D015837	C09.218.568.900	Disease	Otorhinolaryngologic Diseases	Ear	Sense Organs	respiratory/ent	Age-of-onset Cluster=2; Not-equivalent; Too big category
Kim 2021	Abnormal loss of weight and underweight	Weight Loss	D015431	C23.888.144.243.963	Disease	"Pathological Conditions, Signs and Symptoms"	Unspecified	Unspecified	"Pathological Conditions, Signs and Symptoms"	GWAS=-; Phecode=260
Kim 2021	"Macular degeneration, wet"	Wet Macular Degeneration	D057135	C11.768.585.439.622	Disease	Eye Diseases	Eye	Sense Organs	Eye Diseases	GWAS=-; Phecode=362.22
Kim 2021	Wet macular degeneration	Wet Macular Degeneration	D057135	C11.768.585.439.622	Disease	Eye Diseases	Eye	Sense Organs	Eye Diseases	GWAS=EFO_0004683; Phecode=-
Kim 2021	Posttraumatic wound infection	Wound Infection	D014946	C01.947	Disease	Infections	Unspecified	Unspecified	Infections	GWAS=-; Phecode=876
